,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units
269,Boston,3/8/2020,Conventional,1.478248667,695869.49,18263.9,382567.36,538.78,132643.5
270,Boston,3/15/2020,Conventional,1.606732045,728614.57,28408.05,427222.8,502.21,164036.1
271,Boston,3/22/2020,Conventional,1.623570007,792333.69,26714.08,454904.43,477.08,145825.8
272,Boston,3/29/2020,Conventional,1.601937868,772792.17,30862.34,451915.21,532.58,140786.51
273,Boston,4/5/2020,Conventional,1.627879984,764063.85,25158.12,481689.47,530.24,180621.57
274,Boston,4/12/2020,Conventional,1.595904341,808086.17,25621.59,449927.34,590.86,192129.65
275,Boston,4/19/2020,Conventional,1.593384079,765691.65,24655.67,421582.15,513.06,163239.24
276,Boston,4/26/2020,Conventional,1.599178493,764296.91,20736.63,407234.72,515.88,181465.33
277,Boston,5/3/2020,Conventional,1.582765431,882869.84,21476.6,487929.32,637.5,182132.95
278,Boston,5/10/2020,Conventional,1.545552687,1007452.08,24738.57,622092.07,556.98,180401.71
279,Boston,5/17/2020,Conventional,1.605341917,842414.31,20353.91,498493.22,502.24,174194.09
280,Boston,5/24/2020,Conventional,1.588951965,873675.63,25090.36,504473.31,578.24,188951.4
281,Boston,5/31/2020,Conventional,1.598687191,873335.76,22803.84,510102.19,546.04,174477.45
282,Boston,6/7/2020,Conventional,1.553593318,861536.35,22575.78,490440.22,443.65,172453.28
283,Boston,6/14/2020,Conventional,1.246977331,1253885.19,19920.68,606022.81,429.97,169033.69
284,Boston,6/21/2020,Conventional,1.524695379,805624.95,18497.55,461963.72,349.18,171660.41
285,Boston,6/28/2020,Conventional,1.548010153,794753.27,19642.29,481248.96,577.53,153051.65
286,Boston,7/5/2020,Conventional,1.520841211,782509.8,18168.91,510743.83,527.52,164949.31
287,Boston,7/12/2020,Conventional,1.505476773,795062.6,18085.5,465838.66,460.2,192903.79
288,Boston,7/19/2020,Conventional,1.453899302,773187.86,15625.2,434342.92,571.77,207478.69
289,Boston,7/26/2020,Conventional,1.45228445,850748.98,16703.93,459004.45,613.5,158021.31
290,Boston,8/2/2020,Conventional,1.441900354,756363.59,15134.98,430291.47,436.38,173939.05
291,Boston,8/9/2020,Conventional,1.400804214,802324.63,15450.85,420894.81,421.01,195358.95
292,Boston,8/16/2020,Conventional,1.448962435,760437.68,15547.18,444068.05,521.57,204454.91
293,Boston,8/23/2020,Conventional,1.340555115,834683.77,15847.87,397433.03,382.64,163937.67
294,Boston,8/30/2020,Conventional,1.275883973,891433.7,16534.22,429418.42,380.01,136967.85
295,Boston,9/6/2020,Conventional,1.386982955,715067.75,16219.05,428804.03,406.9,139556.24
296,Boston,9/13/2020,Conventional,1.44842976,691281.12,15883.87,368720.24,433.15,146995.38
297,Boston,9/20/2020,Conventional,1.313374406,831668.83,18144.43,392379.83,395.85,144530.45
298,Boston,9/27/2020,Conventional,1.393515681,743848.69,15370.52,398880.88,409.12,136236.43
299,Boston,10/4/2020,Conventional,1.432171792,685667.4,15284.49,370451.63,337.56,135943.24
300,Boston,10/11/2020,Conventional,1.381582133,746501.8,13738.81,354198.94,421.41,138818.36
301,Boston,10/18/2020,Conventional,1.315722548,741037.55,14807.58,339464.65,323.42,137331.33
302,Boston,10/25/2020,Conventional,1.234260156,867447.17,14758.93,360313.94,246.23,142715.95
303,Boston,11/1/2020,Conventional,1.413296008,687195.94,14035.94,359484.24,354.82,136549.55
304,Boston,11/8/2020,Conventional,1.420944766,655599.46,13181.29,334374.72,377.48,166454.57
305,Boston,11/15/2020,Conventional,1.389162817,683277.58,15799.65,363708.75,393.82,181786.96
306,Boston,11/22/2020,Conventional,1.311153395,661330.67,16183.95,343477.6,386.61,151050.84
307,Boston,11/29/2020,Conventional,1.356652825,559258.26,12684.7,291470.98,286.06,121414.17
308,Boston,12/6/2020,Conventional,1.263112398,785476.02,16186.52,339208.79,191.32,142149.19
309,Boston,12/13/2020,Conventional,1.288147072,720299.09,14601.58,360817.15,162.48,140268
310,Boston,12/20/2020,Conventional,1.420267892,662236.47,15817.09,325514.7,80.75,145119.46
311,Boston,12/27/2020,Conventional,1.317751504,649302.19,14431.02,323454.36,223,136795.71
312,Buffalo/Rochester,1/6/2020,Conventional,1.206804884,176327.8,10923.37,71389.52,353.21,85956.81
313,Buffalo/Rochester,1/12/2020,Conventional,1.052076185,194882.27,9419.73,63802.59,322.59,114092.36
314,Buffalo/Rochester,1/19/2020,Conventional,1.062817729,202923.32,9645.09,68181.09,258.16,116632.19
315,Buffalo/Rochester,1/26/2020,Conventional,1.026886508,201574.14,8318.17,61493.89,328.78,123675.89
316,Buffalo/Rochester,2/2/2020,Conventional,1.024962422,236265.32,9269.22,100219.94,99.57,116373.98
317,Buffalo/Rochester,2/9/2020,Conventional,1.051119756,198180.88,9502.32,69073.09,62.66,106270.8
318,Buffalo/Rochester,2/16/2020,Conventional,1.214802827,165133.52,9247.65,67570.03,34.29,78604.83
319,Buffalo/Rochester,2/23/2020,Conventional,1.194514123,169601.63,10743.67,59326.17,28.35,91233.65
320,Buffalo/Rochester,3/1/2020,Conventional,1.289696794,179910.18,15492.6,57505.57,193.48,99706.63
321,Buffalo/Rochester,3/8/2020,Conventional,1.261798792,202107.3,13115.01,57122.37,1895.07,118647.28
322,Buffalo/Rochester,3/15/2020,Conventional,1.262086824,230903.53,20549.79,63365.16,2280.27,133590.92
323,Buffalo/Rochester,3/22/2020,Conventional,1.297148391,185579.95,14137.53,50013.25,2139.76,109911.17
324,Buffalo/Rochester,3/29/2020,Conventional,1.32529188,180598.84,17389.48,50287.99,2666.75,104559.67
325,Buffalo/Rochester,4/5/2020,Conventional,1.262181698,212983.74,13825.36,53629.28,2719.29,136068.81
326,Buffalo/Rochester,4/12/2020,Conventional,1.213529336,236218.8,32962.47,53890.76,2589.06,140854.5
327,Buffalo/Rochester,4/19/2020,Conventional,1.206769157,213700.35,16262.58,45802.15,2454.61,140390.4
328,Buffalo/Rochester,4/26/2020,Conventional,1.241564347,232034.72,35526.71,56793.37,2677.29,128467.25
329,Buffalo/Rochester,5/3/2020,Conventional,1.231704501,239424.64,20309.14,57404.34,3135.38,147823.79
330,Buffalo/Rochester,5/10/2020,Conventional,1.177426549,291721.44,60866.91,61977.64,3033.2,152831.83
331,Buffalo/Rochester,5/17/2020,Conventional,1.241267335,230243.26,29037.39,53952.87,2581.82,131773.51
332,Buffalo/Rochester,5/24/2020,Conventional,1.22659152,250340.84,24269.81,56203.47,3311.83,153906.9
333,Buffalo/Rochester,5/31/2020,Conventional,1.219702946,245951.68,28178.52,54136.87,2891.25,149409.23
334,Buffalo/Rochester,6/7/2020,Conventional,0.976331744,296724.45,20830.79,57458.58,2965.97,205991.56
335,Buffalo/Rochester,6/14/2020,Conventional,1.125093555,263030.56,28931.86,61996.49,3150.92,159294.44
336,Buffalo/Rochester,6/21/2020,Conventional,1.148847217,235954.34,24227.65,61819.84,3151.41,136940.31
337,Buffalo/Rochester,6/28/2020,Conventional,1.140722463,218001.9,22660.55,55464.77,3029.53,129326.43
338,Buffalo/Rochester,7/5/2020,Conventional,1.101421553,248923.43,39034.85,58761.19,3017.98,142480.35
339,Buffalo/Rochester,7/12/2020,Conventional,1.06063826,236234.23,23537.08,50957.86,2659.85,154306.4
340,Buffalo/Rochester,7/19/2020,Conventional,1.096890282,218488.05,22637.8,56696.77,3015.42,131504.14
341,Buffalo/Rochester,7/26/2020,Conventional,1.089821517,222462.14,26781.58,54188.69,2721.28,131488.57
342,Buffalo/Rochester,8/2/2020,Conventional,1.026160736,213351.57,20994.9,51659.92,2453.42,133891.07
343,Buffalo/Rochester,8/9/2020,Conventional,0.985095709,235314.24,48833.88,52394.75,1805.19,126732.75
344,Buffalo/Rochester,8/16/2020,Conventional,1.005086883,212436.62,21698.88,52071.04,2141.62,129759.66
345,Buffalo/Rochester,8/23/2020,Conventional,0.977551939,233924.76,59090.13,51294.07,2945.5,110846.06
346,Buffalo/Rochester,8/30/2020,Conventional,1.062599976,189613.68,22658.39,49881.72,2309.74,106307.13
347,Buffalo/Rochester,9/6/2020,Conventional,1.04578834,191704.84,24713.39,51744.96,2498.74,104719.19
348,Buffalo/Rochester,9/13/2020,Conventional,1.043403766,191167.07,21792.45,50273.51,2518.52,111758.63
349,Buffalo/Rochester,9/20/2020,Conventional,1.054063268,191703.91,22778.29,51354.83,2312.98,104357.03
350,Buffalo/Rochester,9/27/2020,Conventional,1.04832162,179028.64,18780.32,47728.05,2532.72,104439.38
351,Buffalo/Rochester,10/4/2020,Conventional,1.067197777,186636.78,21596.28,53632.12,2331,101025.98
352,Buffalo/Rochester,10/11/2020,Conventional,1.040154574,186889.03,19579.93,49076.08,2458.12,107724.81
353,Buffalo/Rochester,10/18/2020,Conventional,1.06038269,185964.38,21978.34,50593.67,2336.85,101312.84
354,Buffalo/Rochester,10/25/2020,Conventional,1.051318927,184393.2,16665.39,51010.03,2488.04,105394.52
355,Buffalo/Rochester,11/1/2020,Conventional,1.02018741,195223.38,40140.37,47754.98,1857.58,95891.83
356,Buffalo/Rochester,11/8/2020,Conventional,1.06183882,167633.19,16894.66,42457.27,2380.56,100920.02
357,Buffalo/Rochester,11/15/2020,Conventional,1.060706842,193056.16,23797.45,51599.59,2306.81,106022.53
358,Buffalo/Rochester,11/22/2020,Conventional,1.030075141,177361.68,18084.75,46573.02,2206.75,102324.8
359,Buffalo/Rochester,11/29/2020,Conventional,1.035870102,145351.58,16270.4,40282.75,1885.01,80285.82
360,Buffalo/Rochester,12/6/2020,Conventional,0.975797333,191009.63,33777.35,46285.61,1807.64,99843.51
361,Buffalo/Rochester,12/13/2020,Conventional,1.019623014,178020.99,18590.9,46815.6,1728,101134.1
362,Buffalo/Rochester,12/20/2020,Conventional,0.97926919,184145.62,26628.11,46669.83,1909.14,100994.5
363,Buffalo/Rochester,12/27/2020,Conventional,1.021192854,153087,19520.05,42364.18,1570.73,83802.44
364,Charlotte,1/6/2020,Conventional,1.093798774,340760.26,108880.27,51584.7,3540.02,101844.85
365,Charlotte,1/12/2020,Conventional,1.169549844,340914.05,107003.72,50875.09,2462.27,93172.37
366,Charlotte,1/19/2020,Conventional,1.010896468,394268.26,115270.18,44144.69,1999.13,152710.3
367,Charlotte,1/26/2020,Conventional,1.167105634,327808.82,110329.02,45854.96,2377.79,103053.19
368,Charlotte,2/2/2020,Conventional,0.871511751,477806.03,176567.64,59868.87,2651.28,144612.22
369,Charlotte,2/9/2020,Conventional,1.073908731,340240.09,122599.66,36488.41,1720.12,106159.34
370,Charlotte,2/16/2020,Conventional,1.13900579,324903.4,109173.55,38570.56,1763.41,100294.83
371,Charlotte,2/23/2020,Conventional,1.157849275,339449.38,132942.78,48811.92,2366.93,84600.04
372,Charlotte,3/1/2020,Conventional,1.030179175,378838.98,118564.76,88078.8,5499.64,78045.63
373,Charlotte,3/8/2020,Conventional,1.239617341,331939.72,132212.11,45851.29,1988.03,82552.66
374,Charlotte,3/15/2020,Conventional,1.225888962,423545.27,173490.74,54012.97,1664.76,105446.28
375,Charlotte,3/22/2020,Conventional,1.309293846,385997.29,148978.36,52865.2,1598.09,102029.17
376,Charlotte,3/29/2020,Conventional,1.340441993,386267.48,149875.09,50677.09,2086.9,101259.1
377,Charlotte,4/5/2020,Conventional,1.333507785,389307.45,152797.37,51570.97,2367.87,106630.05
378,Charlotte,4/12/2020,Conventional,1.323980036,387438.48,152518.49,51102.35,2294.71,106003.45
379,Charlotte,4/19/2020,Conventional,1.283380859,410659.9,163742.61,55244.42,3075.85,109625.3
380,Charlotte,4/26/2020,Conventional,1.248446335,417050.8,158231.17,54682.83,4781.89,115851.99
381,Charlotte,5/3/2020,Conventional,1.003770299,603130.48,244786.99,76366.22,4358.54,197371.14
382,Charlotte,5/10/2020,Conventional,1.243059191,405740.15,180913.58,54369.99,4598.08,99892.15
383,Charlotte,5/17/2020,Conventional,1.248636211,437319.95,188965.21,59461.97,5570.42,103683.03
384,Charlotte,5/24/2020,Conventional,1.22344744,442688.55,191422.89,59346.41,5175.38,108529.63
385,Charlotte,5/31/2020,Conventional,1.250326839,423111.86,184887.67,59087.66,5522.98,108466.75
386,Charlotte,6/7/2020,Conventional,1.279719421,411053.65,168460.98,56492.63,5981.66,114705.91
387,Charlotte,6/14/2020,Conventional,1.277628734,397110.76,163379.53,57428.61,5353.14,114839.88
388,Charlotte,6/21/2020,Conventional,1.292683136,366851.29,155497.98,53541.59,4794.42,106805.47
389,Charlotte,6/28/2020,Conventional,1.250807321,362957.67,168351.87,52546.71,5483.73,94922.09
390,Charlotte,7/5/2020,Conventional,1.26803853,382756.87,163561.02,60456.49,5559.69,107674.7
391,Charlotte,7/12/2020,Conventional,1.246126474,371224,154369.63,56412.14,5710.36,119532.15
392,Charlotte,7/19/2020,Conventional,1.123362011,389290.23,158240.87,59408.27,6662.17,115950.14
393,Charlotte,7/26/2020,Conventional,1.103297986,392859.26,157671.01,56259.18,6005,113060.6
394,Charlotte,8/2/2020,Conventional,0.938614771,442937.16,148773.03,51288.53,4188.39,187020.53
395,Charlotte,8/9/2020,Conventional,1.139417419,362474.65,141749.72,56197.09,4538.61,108783.66
396,Charlotte,8/16/2020,Conventional,1.215806221,359238.77,141688.85,56110.71,6023.54,101070.3
397,Charlotte,8/23/2020,Conventional,1.202140179,356731.3,146923.23,54913.45,5129.96,102588.81
398,Charlotte,8/30/2020,Conventional,1.082311103,377885.76,159354.24,55230.92,5190.16,104192.04
399,Charlotte,9/6/2020,Conventional,1.176450414,382300.59,158302.35,55460.37,4529.61,97852.43
400,Charlotte,9/13/2020,Conventional,1.013484543,422798.29,135308.22,47117.46,3637.06,177158.57
401,Charlotte,9/20/2020,Conventional,1.195081642,334688.15,123337.68,47155.56,5063.03,109784.8
402,Charlotte,9/27/2020,Conventional,0.901275815,439024.83,158360.33,45960.07,3482.84,175098.1
403,Charlotte,10/4/2020,Conventional,1.182033852,344739.79,134784.02,47243.09,4057.13,107580.42
404,Charlotte,10/11/2020,Conventional,1.156692236,334744.71,126003.64,46044.53,4116.15,106778.17
405,Charlotte,10/18/2020,Conventional,1.102043505,350728.06,134390.59,44319.64,4862.98,105730.26
406,Charlotte,10/25/2020,Conventional,1.00901184,360809.59,158123.17,44869.74,4027.25,102917.83
407,Charlotte,11/1/2020,Conventional,1.192716434,322967.28,115773.27,46606.48,4735.3,109262.22
408,Charlotte,11/8/2020,Conventional,1.172677368,325765.32,118526.56,46560.62,4004.88,109758.36
409,Charlotte,11/15/2020,Conventional,1.113351551,328063.85,120550.59,44454.53,4209.02,109082.56
410,Charlotte,11/22/2020,Conventional,1.067577042,321534.96,118200.79,39088.76,3231.64,114185.64
411,Charlotte,11/29/2020,Conventional,1.074927839,283204.1,107415.69,32313.48,2691.68,98269.81
412,Charlotte,12/6/2020,Conventional,0.985367782,358816.08,136597.77,46686.28,3613.26,123594.23
413,Charlotte,12/13/2020,Conventional,0.942025577,354650.63,105018.68,34274.81,3321.52,165053.9
414,Charlotte,12/20/2020,Conventional,0.996815776,324492.41,116497.47,33841.07,2856.1,124522.29
415,Charlotte,12/27/2020,Conventional,0.953038257,312093.65,108691.55,48474.63,4193.67,109523.43
416,Chicago,1/6/2020,Conventional,1.194366209,1019524.7,96032.98,238730.21,36542.71,86917
417,Chicago,1/12/2020,Conventional,1.469004997,874040.15,84609.55,174436.43,37211.64,115084.49
418,Chicago,1/19/2020,Conventional,1.327101156,1001340.74,73246.29,308241.64,32498.86,94062.36
419,Chicago,1/26/2020,Conventional,1.329922139,960181.52,97074.4,228987.21,29056.33,174629.35
420,Chicago,2/2/2020,Conventional,0.848237127,1772077.18,225222.16,392274.5,25292.16,177335.88
421,Chicago,2/9/2020,Conventional,1.123936674,1020781.32,140072.13,237647.21,15799.8,110914.2
422,Chicago,2/16/2020,Conventional,1.328177556,933350.64,91139.16,155437.46,18253.81,124822.97
423,Chicago,2/23/2020,Conventional,1.442868835,956995.51,83047.31,173212.06,26753.02,131366.81
424,Chicago,3/1/2020,Conventional,1.469586871,1010673.93,95800.18,140584.69,32966.57,113607.93
425,Chicago,3/8/2020,Conventional,1.456203239,1005067.52,96228.77,143220.91,27720.51,157129.25
426,Chicago,3/15/2020,Conventional,1.634191587,1119695.49,111317.19,174611.44,26320.2,142252.63
427,Chicago,3/22/2020,Conventional,1.658495545,1091779.01,123745.57,192785.27,29233.78,132370.78
428,Chicago,3/29/2020,Conventional,1.53285912,1022093.16,110913.95,176566.32,34243.68,123531.5
429,Chicago,4/5/2020,Conventional,1.585816502,1105368.84,119164.35,208288.71,39516.16,128385.53
430,Chicago,4/12/2020,Conventional,1.742675369,1110204.97,117129.98,178815,49800.71,109854.3
431,Chicago,4/19/2020,Conventional,1.727921182,1082968.8,113143.75,175592.33,42191.15,116560.37
432,Chicago,4/26/2020,Conventional,1.680312144,1193040.72,119908.89,180745.24,47143.65,143818.89
433,Chicago,5/3/2020,Conventional,0.932742139,2536302.15,296165.8,288977,60188.57,144122.21
434,Chicago,5/10/2020,Conventional,1.456560675,1303961.99,178903.58,194863.29,59551.24,155152.41
435,Chicago,5/17/2020,Conventional,1.570608068,1209743.58,116171.75,171605.08,50968.4,162486.35
436,Chicago,5/24/2020,Conventional,1.433965462,1445626.72,181765.64,189304.01,56582.59,174789.6
437,Chicago,5/31/2020,Conventional,1.122191008,2043156.48,128021.76,251802.38,52790.51,155009.13
438,Chicago,6/7/2020,Conventional,1.267055115,1536687.19,160061.76,178841.86,49448.24,129056.21
439,Chicago,6/14/2020,Conventional,1.484318896,1176228.51,124825.91,189179.95,43804.59,163587.3
440,Chicago,6/21/2020,Conventional,1.542841229,1165609.37,112745.69,172174.34,38927.24,162054.73
441,Chicago,6/28/2020,Conventional,0.893976443,2238021.47,238837.15,181733.59,41101.55,156047.77
442,Chicago,7/5/2020,Conventional,1.30002223,1502769.98,146260.26,151352.67,42410.54,184362.26
443,Chicago,7/12/2020,Conventional,1.214009904,1384538.92,113776.56,152835.8,41466.78,174951.56
444,Chicago,7/19/2020,Conventional,1.20129439,1379445.33,177418.06,201705.8,43265.49,235566.16
445,Chicago,7/26/2020,Conventional,1.288213609,1241009.85,122867.88,182217.49,65891.66,214870.74
446,Chicago,8/2/2020,Conventional,1.096909803,1355857.15,118338.31,133284.07,57934.23,480139.61
447,Chicago,8/9/2020,Conventional,1.193769802,1154903.49,90500.47,136398.2,60250.1,351999.78
448,Chicago,8/16/2020,Conventional,1.227011581,1119691.96,111752.61,158749.19,47585.28,275899.1
449,Chicago,8/23/2020,Conventional,1.067067846,1347913.21,95865.11,140150.03,33336.42,530719.3
450,Chicago,8/30/2020,Conventional,1.311809669,1061592.49,105531.75,147861.44,36067.04,197670.04
451,Chicago,9/6/2020,Conventional,1.333773362,1095136.6,87280.71,145438.49,42807.34,268142.33
452,Chicago,9/13/2020,Conventional,1.38514046,1058787.19,85689.27,137803.17,40726.18,198996.82
453,Chicago,9/20/2020,Conventional,0.947133995,1621338.15,136810.24,188395.78,34605.17,192426.78
454,Chicago,9/27/2020,Conventional,1.207143893,1114424.13,100399.49,135176.45,40929.85,179556.93
455,Chicago,10/4/2020,Conventional,1.386926175,997538.24,93087.97,107039.9,41772.46,223009.53
456,Chicago,10/11/2020,Conventional,1.284960046,1105084.68,147395.66,127432.98,43053.49,226177.43
457,Chicago,10/18/2020,Conventional,1.147969216,1152210.74,106549.25,122651.87,33035.98,411065.4
458,Chicago,10/25/2020,Conventional,1.143048973,1147685.54,112688.96,174071.28,34336.69,309347.21
459,Chicago,11/1/2020,Conventional,0.89848426,1744894.26,93821.41,200526.97,38367.29,210143.11
460,Chicago,11/8/2020,Conventional,1.310330354,972314.15,98795.86,114101.74,32840.66,198982.02
461,Chicago,11/15/2020,Conventional,1.312836292,1034361.53,104055.86,117295.67,36364.29,249503.79
462,Chicago,11/22/2020,Conventional,1.268337718,955316.74,99205.12,121398.6,28798.76,226478.61
463,Chicago,11/29/2020,Conventional,0.93676189,1270424.53,118352.14,158159.07,25475.01,179114.47
